ts_id,ds,y,water_prod,tubing_pressure,casing_pressure
WL01,2015-09-15 00:00:00,414.0,15.0,100.0,172.0
WL01,2015-09-14 00:00:00,414.0,15.0,113.0,171.0
WL01,2015-09-13 00:00:00,414.0,15.0,105.0,173.0
WL01,2015-09-12 00:00:00,415.0,15.0,140.0,172.0
WL01,2015-09-11 00:00:00,415.0,15.0,102.0,173.0
WL01,2015-09-10 00:00:00,415.0,15.0,97.0,172.0
WL01,2015-09-09 00:00:00,416.0,15.0,102.0,174.0
WL01,2015-09-08 00:00:00,417.0,15.0,98.0,173.0
WL01,2015-09-07 00:00:00,418.0,15.0,105.0,169.0
WL01,2015-09-06 00:00:00,419.0,16.0,97.0,170.0
WL01,2015-09-05 00:00:00,419.0,16.0,96.0,170.0
WL01,2015-09-04 00:00:00,419.0,16.0,106.0,170.0
WL01,2015-09-03 00:00:00,419.0,16.0,144.0,175.0
WL01,2015-09-02 00:00:00,419.0,16.0,133.0,175.0
WL01,2015-09-01 00:00:00,419.0,15.0,112.0,172.0
WL01,2015-08-31 00:00:00,413.0,14.0,106.0,173.0
WL01,2015-08-30 00:00:00,418.0,15.0,112.0,171.0
WL01,2015-08-29 00:00:00,420.0,15.0,109.0,170.0
WL01,2015-08-28 00:00:00,422.0,16.0,106.0,170.0
WL01,2015-08-27 00:00:00,421.0,15.0,115.0,175.0
WL01,2015-08-26 00:00:00,422.0,16.0,98.0,173.0
WL01,2015-08-25 00:00:00,422.0,15.0,108.0,168.0
WL01,2015-08-24 00:00:00,423.0,16.0,105.0,170.0
WL01,2015-08-23 00:00:00,422.0,16.0,106.0,170.0
WL01,2015-08-22 00:00:00,422.0,15.0,97.0,172.0
WL01,2015-08-21 00:00:00,424.0,16.0,116.0,175.0
WL01,2015-08-20 00:00:00,423.0,16.0,112.0,173.0
WL01,2015-08-19 00:00:00,421.0,15.0,111.0,173.0
WL01,2015-08-18 00:00:00,422.0,15.0,109.0,174.0
WL01,2015-08-17 00:00:00,420.0,15.0,141.0,177.0
WL01,2015-08-16 00:00:00,421.0,15.0,108.0,174.0
WL01,2015-08-15 00:00:00,425.0,15.0,113.0,174.0
WL01,2015-08-14 00:00:00,424.0,16.0,98.0,176.0
WL01,2015-08-13 00:00:00,426.0,16.0,104.0,172.0
WL01,2015-08-12 00:00:00,425.0,16.0,97.0,176.0
WL01,2015-08-11 00:00:00,426.0,16.0,119.0,176.0
WL01,2015-08-10 00:00:00,426.0,15.0,97.0,173.0
WL01,2015-08-09 00:00:00,427.0,16.0,109.0,173.0
WL01,2015-08-08 00:00:00,428.0,15.0,119.0,174.0
WL01,2015-08-07 00:00:00,427.0,16.0,107.0,174.0
WL01,2015-08-06 00:00:00,430.0,16.0,102.0,174.0
WL01,2015-08-05 00:00:00,430.0,16.0,98.0,173.0
WL01,2015-08-04 00:00:00,428.0,16.0,97.0,178.0
WL01,2015-08-03 00:00:00,429.0,15.0,101.0,177.0
WL01,2015-08-02 00:00:00,431.0,16.0,98.0,175.0
WL01,2015-08-01 00:00:00,431.0,16.0,130.0,176.0
WL01,2015-07-31 00:00:00,434.0,16.0,108.0,175.0
WL01,2015-07-30 00:00:00,433.0,16.0,105.0,174.0
WL01,2015-07-29 00:00:00,432.0,16.0,102.0,177.0
WL01,2015-07-28 00:00:00,433.0,16.0,123.0,179.0
WL01,2015-07-27 00:00:00,430.0,15.0,115.0,177.0
WL01,2015-07-26 00:00:00,434.0,15.0,120.0,178.0
WL01,2015-07-25 00:00:00,434.0,15.0,106.0,178.0
WL01,2015-07-24 00:00:00,436.0,16.0,135.0,178.0
WL01,2015-07-23 00:00:00,435.0,16.0,132.0,180.0
WL01,2015-07-22 00:00:00,436.0,16.0,105.0,175.0
WL01,2015-07-21 00:00:00,436.0,15.0,114.0,177.0
WL01,2015-07-20 00:00:00,434.0,15.0,105.0,179.0
WL01,2015-07-19 00:00:00,439.0,16.0,100.0,177.0
WL01,2015-07-18 00:00:00,438.0,16.0,98.0,179.0
WL01,2015-07-17 00:00:00,440.0,16.0,106.0,176.0
WL01,2015-07-16 00:00:00,441.0,16.0,104.0,175.0
WL01,2015-07-15 00:00:00,437.0,15.0,121.0,180.0
WL01,2015-07-14 00:00:00,440.0,16.0,99.0,183.0
WL01,2015-07-13 00:00:00,438.0,15.0,98.0,179.0
WL01,2015-07-12 00:00:00,443.0,16.0,98.0,178.0
WL01,2015-07-11 00:00:00,443.0,16.0,115.0,177.0
WL01,2015-07-10 00:00:00,445.0,16.0,112.0,176.0
WL01,2015-07-09 00:00:00,446.0,16.0,136.0,182.0
WL01,2015-07-08 00:00:00,445.0,16.0,104.0,176.0
WL01,2015-07-07 00:00:00,446.0,16.0,105.0,177.0
WL01,2015-07-06 00:00:00,446.0,16.0,127.0,178.0
WL01,2015-07-05 00:00:00,448.0,16.0,101.0,179.0
WL01,2015-07-04 00:00:00,448.0,16.0,126.0,180.0
WL01,2015-07-03 00:00:00,449.0,16.0,112.0,178.0
WL01,2015-07-02 00:00:00,450.0,16.0,123.0,181.0
WL01,2015-07-01 00:00:00,452.0,16.0,99.0,181.0
WL01,2015-06-30 00:00:00,445.0,16.0,110.0,179.0
WL01,2015-06-29 00:00:00,439.0,16.0,98.0,181.0
WL01,2015-06-28 00:00:00,440.0,16.0,110.0,180.0
WL01,2015-06-27 00:00:00,442.0,16.0,111.0,181.0
WL01,2015-06-26 00:00:00,442.0,16.0,101.0,181.0
WL01,2015-06-25 00:00:00,441.0,16.0,107.0,181.0
WL01,2015-06-24 00:00:00,443.0,16.0,137.0,184.0
WL01,2015-06-23 00:00:00,445.0,16.0,105.0,180.0
WL01,2015-06-22 00:00:00,447.0,17.0,142.0,184.0
WL01,2015-06-21 00:00:00,448.0,17.0,105.0,179.0
WL01,2015-06-20 00:00:00,450.0,17.0,107.0,179.0
WL01,2015-06-19 00:00:00,450.0,17.0,113.0,180.0
WL01,2015-06-18 00:00:00,453.0,17.0,100.0,182.0
WL01,2015-06-17 00:00:00,451.0,17.0,108.0,181.0
WL01,2015-06-16 00:00:00,451.0,17.0,117.0,182.0
WL01,2015-06-15 00:00:00,453.0,17.0,102.0,182.0
WL01,2015-06-14 00:00:00,456.0,17.0,113.0,182.0
WL01,2015-06-13 00:00:00,455.0,18.0,109.0,184.0
WL01,2015-06-12 00:00:00,457.0,18.0,99.0,184.0
WL01,2015-06-11 00:00:00,459.0,18.0,121.0,184.0
WL01,2015-06-10 00:00:00,460.0,18.0,110.0,183.0
WL01,2015-06-09 00:00:00,460.0,18.0,116.0,185.0
WL01,2015-06-08 00:00:00,463.0,18.0,98.0,188.0
WL01,2015-06-07 00:00:00,462.0,18.0,110.0,187.0
WL01,2015-06-06 00:00:00,464.0,19.0,141.0,193.0
WL01,2015-06-05 00:00:00,464.0,18.0,130.0,189.0
WL01,2015-06-04 00:00:00,467.0,19.0,104.0,192.0
WL01,2015-06-03 00:00:00,469.0,19.0,118.0,190.0
WL01,2015-06-02 00:00:00,470.0,20.0,119.0,193.0
WL01,2015-06-01 00:00:00,471.0,20.0,142.0,194.0
WL01,2015-05-31 00:00:00,473.0,21.0,129.0,199.0
WL01,2015-05-30 00:00:00,477.0,22.0,105.0,197.0
WL01,2015-05-29 00:00:00,480.0,22.0,110.0,198.0
WL01,2015-05-28 00:00:00,494.0,21.0,118.0,206.0
WL01,2015-05-27 00:00:00,530.0,10.0,179.0,204.0
WL01,2015-05-26 00:00:00,565.0,39.0,170.0,232.0
WL01,2015-05-25 00:00:00,401.0,426.0,431.0,438.0
WL01,2015-05-24 00:00:00,401.0,426.0,345.0,350.0
WL01,2015-05-23 00:00:00,489.0,21.0,145.0,195.0
WL01,2015-05-22 00:00:00,489.0,21.0,100.0,197.0
WL01,2015-05-21 00:00:00,493.0,22.0,108.0,197.0
WL01,2015-05-20 00:00:00,493.0,22.0,146.0,206.0
WL01,2015-05-19 00:00:00,472.0,20.0,103.0,207.0
WL01,2015-05-18 00:00:00,495.0,12.0,115.0,206.0
WL01,2015-05-17 00:00:00,494.0,1.0,116.0,214.0
WL01,2015-05-16 00:00:00,494.0,10.0,101.0,224.0
WL01,2015-05-15 00:00:00,435.0,8.0,111.0,236.0
WL01,2015-05-14 00:00:00,432.0,13.0,268.0,287.0
WL01,2015-05-13 00:00:00,391.0,22.0,417.0,423.0
WL01,2015-05-12 00:00:00,489.0,40.0,166.0,244.0
WL01,2015-05-11 00:00:00,439.0,31.0,189.0,263.0
WL01,2015-05-10 00:00:00,365.0,13.0,293.0,351.0
WL01,2015-05-09 00:00:00,368.0,14.0,114.0,321.0
WL01,2015-05-08 00:00:00,364.0,13.0,112.0,333.0
WL01,2015-05-07 00:00:00,376.0,14.0,114.0,316.0
WL01,2015-05-06 00:00:00,361.0,22.0,126.0,307.0
WL01,2015-05-05 00:00:00,577.0,22.0,126.0,307.0
WL01,2015-05-04 00:00:00,604.0,22.0,131.0,113.0
WL01,2015-05-03 00:00:00,574.0,16.0,46.0,115.0
WL01,2015-05-02 00:00:00,575.0,17.0,44.0,116.0
WL01,2015-05-01 00:00:00,555.0,16.0,45.0,110.0
WL01,2015-04-30 00:00:00,0.0,6.0,39.0,112.0
WL01,2015-04-29 00:00:00,535.0,14.0,123.0,288.0
WL01,2015-04-28 00:00:00,557.0,16.0,117.0,293.0
WL01,2015-04-27 00:00:00,560.0,16.0,116.0,292.0
WL01,2015-04-26 00:00:00,562.0,17.0,114.0,294.0
WL01,2015-04-25 00:00:00,562.0,17.0,116.0,294.0
WL01,2015-04-24 00:00:00,561.0,17.0,117.0,295.0
WL01,2015-04-23 00:00:00,562.0,16.0,116.0,297.0
WL01,2015-04-22 00:00:00,562.0,16.0,118.0,297.0
WL01,2015-04-21 00:00:00,554.0,16.0,117.0,294.0
WL01,2015-04-20 00:00:00,582.0,18.0,121.0,296.0
WL01,2015-04-19 00:00:00,604.0,18.0,121.0,296.0
WL01,2015-04-18 00:00:00,537.0,13.0,132.0,308.0
WL01,2015-04-17 00:00:00,570.0,17.0,119.0,297.0
WL01,2015-04-16 00:00:00,570.0,17.0,120.0,299.0
WL01,2015-04-15 00:00:00,570.0,17.0,121.0,301.0
WL01,2015-04-14 00:00:00,560.0,18.0,122.0,301.0
WL01,2015-04-13 00:00:00,533.0,16.0,115.0,306.0
WL01,2015-04-12 00:00:00,532.0,16.0,114.0,307.0
WL01,2015-04-11 00:00:00,534.0,16.0,117.0,306.0
WL01,2015-04-10 00:00:00,535.0,16.0,118.0,306.0
WL01,2015-04-09 00:00:00,536.0,16.0,116.0,306.0
WL01,2015-04-08 00:00:00,538.0,16.0,116.0,306.0
WL01,2015-04-07 00:00:00,549.0,16.0,116.0,305.0
WL01,2015-04-06 00:00:00,575.0,17.0,118.0,301.0
WL01,2015-04-05 00:00:00,576.0,18.0,119.0,300.0
WL01,2015-04-04 00:00:00,577.0,18.0,119.0,301.0
WL01,2015-04-03 00:00:00,579.0,18.0,121.0,302.0
WL01,2015-04-02 00:00:00,581.0,18.0,117.0,304.0
WL01,2015-04-01 00:00:00,583.0,19.0,118.0,304.0
WL01,2015-03-31 00:00:00,583.0,19.0,117.0,307.0
WL01,2015-03-30 00:00:00,583.0,19.0,119.0,309.0
WL01,2015-03-29 00:00:00,582.0,19.0,122.0,311.0
WL01,2015-03-28 00:00:00,586.0,19.0,125.0,311.0
WL01,2015-03-27 00:00:00,593.0,20.0,124.0,313.0
WL01,2015-03-26 00:00:00,614.0,21.0,129.0,313.0
WL01,2015-03-25 00:00:00,577.0,20.0,126.0,317.0
WL01,2015-03-24 00:00:00,575.0,20.0,121.0,321.0
WL01,2015-03-23 00:00:00,600.0,20.0,123.0,321.0
WL01,2015-03-22 00:00:00,637.0,23.0,132.0,319.0
WL01,2015-03-21 00:00:00,638.0,24.0,126.0,321.0
WL01,2015-03-20 00:00:00,636.0,24.0,126.0,325.0
WL01,2015-03-19 00:00:00,632.0,25.0,130.0,331.0
WL01,2015-03-18 00:00:00,628.0,25.0,126.0,335.0
WL01,2015-03-17 00:00:00,629.0,26.0,129.0,340.0
WL01,2015-03-16 00:00:00,627.0,27.0,127.0,345.0
WL01,2015-03-15 00:00:00,619.0,28.0,130.0,350.0
WL01,2015-03-14 00:00:00,616.0,29.0,131.0,357.0
WL01,2015-03-13 00:00:00,609.0,30.0,130.0,365.0
WL01,2015-03-12 00:00:00,614.0,29.0,136.0,376.0
WL01,2015-03-11 00:00:00,627.0,32.0,139.0,380.0
WL01,2015-03-10 00:00:00,649.0,34.0,141.0,387.0
WL01,2015-03-09 00:00:00,693.0,20.0,144.0,394.0
WL01,2015-03-08 00:00:00,688.0,6.0,146.0,403.0
WL01,2015-03-07 00:00:00,684.0,2.0,142.0,416.0
WL01,2015-03-06 00:00:00,698.0,7.0,161.0,425.0
WL01,2015-03-05 00:00:00,538.0,16.0,153.0,437.0
WL01,2015-03-04 00:00:00,,16.0,113.0,500.0
WL01,2015-03-03 00:00:00,,12.0,120.0,511.0
WL01,2015-03-02 00:00:00,349.0,24.0,386.0,516.0
WL01,2015-03-01 00:00:00,455.0,17.0,115.0,485.0
WL01,2015-02-28 00:00:00,215.0,17.0,656.0,656.0
WL01,2015-02-27 00:00:00,433.0,35.0,124.0,480.0
WL01,2015-02-26 00:00:00,560.0,42.0,483.0,505.0
WL01,2015-02-25 00:00:00,656.0,15.0,158.0,450.0
WL01,2015-02-24 00:00:00,0.0,0.0,815.0,814.0
WL01,2015-02-23 00:00:00,0.0,0.0,806.0,805.0
WL01,2015-02-22 00:00:00,0.0,0.0,786.0,785.0
WL01,2015-02-21 00:00:00,0.0,0.0,638.0,639.0
WL01,2015-02-20 00:00:00,1.0,18.0,387.0,390.0
WL01,2015-02-19 00:00:00,0.0,0.0,1.0,225.0
WL01,2015-02-18 00:00:00,0.0,0.0,-375.0,-375.0
WL01,2015-02-17 00:00:00,0.0,0.0,-375.0,-375.0
WL01,2015-02-16 00:00:00,131.0,2.0,-375.0,-375.0
WL01,2015-02-15 00:00:00,346.0,17.0,109.0,429.0
WL01,2015-02-14 00:00:00,343.0,15.0,110.0,413.0
WL01,2015-02-13 00:00:00,371.0,9.0,237.0,333.0
WL01,2015-02-12 00:00:00,207.0,9.0,629.0,630.0
WL01,2015-02-11 00:00:00,310.0,14.0,104.0,428.0
WL01,2015-02-10 00:00:00,319.0,14.0,102.0,420.0
WL01,2015-02-09 00:00:00,323.0,14.0,104.0,418.0
WL01,2015-02-08 00:00:00,322.0,14.0,104.0,418.0
WL01,2015-02-07 00:00:00,326.0,15.0,103.0,414.0
WL01,2015-02-06 00:00:00,315.0,13.0,109.0,397.0
WL01,2015-02-05 00:00:00,313.0,11.0,113.0,426.0
WL01,2015-02-04 00:00:00,316.0,11.0,106.0,423.0
WL01,2015-02-03 00:00:00,316.0,12.0,105.0,426.0
WL01,2015-02-02 00:00:00,318.0,13.0,105.0,423.0
WL01,2015-02-01 00:00:00,316.0,12.0,109.0,422.0
WL01,2015-01-31 00:00:00,313.0,12.0,110.0,401.0
WL01,2015-01-30 00:00:00,310.0,11.0,107.0,421.0
WL01,2015-01-29 00:00:00,309.0,10.0,110.0,420.0
WL01,2015-01-28 00:00:00,309.0,11.0,112.0,426.0
WL01,2015-01-27 00:00:00,316.0,12.0,103.0,420.0
WL01,2015-01-26 00:00:00,316.0,12.0,102.0,421.0
WL01,2015-01-25 00:00:00,316.0,12.0,104.0,420.0
WL01,2015-01-24 00:00:00,317.0,12.0,110.0,397.0
WL01,2015-01-23 00:00:00,316.0,12.0,104.0,417.0
WL01,2015-01-22 00:00:00,317.0,12.0,103.0,416.0
WL01,2015-01-21 00:00:00,324.0,13.0,102.0,412.0
WL01,2015-01-20 00:00:00,327.0,12.0,100.0,410.0
WL01,2015-01-19 00:00:00,326.0,14.0,102.0,408.0
WL01,2015-01-18 00:00:00,323.0,13.0,100.0,416.0
WL01,2015-01-17 00:00:00,325.0,14.0,105.0,384.0
WL01,2015-01-16 00:00:00,328.0,14.0,100.0,413.0
WL01,2015-01-15 00:00:00,327.0,14.0,101.0,415.0
WL01,2015-01-14 00:00:00,329.0,15.0,100.0,411.0
WL01,2015-01-13 00:00:00,326.0,14.0,100.0,416.0
WL01,2015-01-12 00:00:00,332.0,15.0,102.0,408.0
WL01,2015-01-11 00:00:00,335.0,15.0,98.0,414.0
WL01,2015-01-10 00:00:00,347.0,14.0,107.0,388.0
WL01,2015-01-09 00:00:00,423.0,2.0,104.0,414.0
WL01,2015-01-08 00:00:00,183.0,5.0,610.0,608.0
WL01,2015-01-07 00:00:00,331.0,14.0,423.0,420.0
WL01,2015-01-06 00:00:00,333.0,15.0,423.0,422.0
WL01,2015-01-05 00:00:00,330.0,14.0,427.0,425.0
WL01,2015-01-04 00:00:00,331.0,15.0,426.0,423.0
WL01,2015-01-03 00:00:00,331.0,14.0,427.0,426.0
WL01,2015-01-02 00:00:00,327.0,14.0,421.0,414.0
WL01,2015-01-01 00:00:00,328.0,14.0,425.0,424.0
WL01,2014-12-30 00:00:00,327.0,14.0,425.0,423.0
WL01,2014-12-29 00:00:00,326.0,13.0,421.0,414.0
WL01,2014-12-28 00:00:00,334.0,15.0,424.0,423.0
WL01,2014-12-27 00:00:00,332.0,15.0,412.0,411.0
WL01,2014-12-26 00:00:00,333.0,15.0,432.0,432.0
WL01,2014-12-25 00:00:00,332.0,15.0,427.0,427.0
WL01,2014-12-24 00:00:00,333.0,15.0,429.0,427.0
WL01,2014-12-23 00:00:00,332.0,15.0,423.0,422.0
WL01,2014-12-22 00:00:00,332.0,15.0,419.0,419.0
WL01,2014-12-21 00:00:00,330.0,14.0,425.0,426.0
WL01,2014-12-20 00:00:00,330.0,14.0,403.0,407.0
WL01,2014-12-19 00:00:00,331.0,14.0,427.0,427.0
WL01,2014-12-18 00:00:00,332.0,3.0,428.0,428.0
WL01,2014-12-17 00:00:00,344.0,3.0,437.0,437.0
WL01,2014-12-16 00:00:00,356.0,3.0,358.0,389.0
WL01,2014-12-15 00:00:00,293.0,4.0,137.0,332.0
WL01,2014-12-14 00:00:00,323.0,2.0,128.0,418.0
WL01,2014-12-13 00:00:00,326.0,2.0,110.0,428.0
WL01,2014-12-12 00:00:00,321.0,2.0,127.0,422.0
WL01,2014-12-11 00:00:00,328.0,2.0,125.0,422.0
WL01,2014-12-10 00:00:00,327.0,2.0,125.0,425.0
WL01,2014-12-09 00:00:00,330.0,2.0,113.0,382.0
WL01,2014-12-08 00:00:00,325.0,2.0,131.0,421.0
WL01,2014-12-07 00:00:00,327.0,2.0,129.0,421.0
WL01,2014-12-06 00:00:00,325.0,2.0,128.0,421.0
WL01,2014-12-05 00:00:00,327.0,2.0,124.0,428.0
WL01,2014-12-04 00:00:00,326.0,2.0,124.0,425.0
WL01,2014-12-03 00:00:00,328.0,2.0,126.0,425.0
WL01,2014-12-02 00:00:00,329.0,2.0,127.0,422.0
WL01,2014-12-01 00:00:00,330.0,2.0,133.0,418.0
WL01,2014-11-30 00:00:00,324.0,2.0,127.0,427.0
WL01,2014-11-29 00:00:00,324.0,2.0,110.0,434.0
WL01,2014-11-28 00:00:00,329.0,2.0,123.0,424.0
WL01,2014-11-27 00:00:00,330.0,2.0,123.0,430.0
WL01,2014-11-26 00:00:00,329.0,2.0,124.0,431.0
WL01,2014-11-25 00:00:00,330.0,2.0,129.0,424.0
WL01,2014-11-24 00:00:00,332.0,2.0,126.0,422.0
WL01,2014-11-23 00:00:00,334.0,2.0,124.0,422.0
WL01,2014-11-22 00:00:00,331.0,15.0,439.0,440.0
WL01,2014-11-21 00:00:00,331.0,2.0,105.0,406.0
WL01,2014-11-20 00:00:00,333.0,2.0,122.0,430.0
WL01,2014-11-19 00:00:00,331.0,2.0,125.0,430.0
WL01,2014-11-18 00:00:00,331.0,2.0,110.0,437.0
WL01,2014-11-17 00:00:00,333.0,2.0,126.0,427.0
WL01,2014-11-16 00:00:00,336.0,2.0,131.0,427.0
WL01,2014-11-15 00:00:00,335.0,2.0,109.0,437.0
WL01,2014-11-14 00:00:00,334.0,2.0,126.0,436.0
WL01,2014-11-13 00:00:00,333.0,2.0,131.0,433.0
WL01,2014-11-12 00:00:00,330.0,2.0,128.0,432.0
WL01,2014-11-11 00:00:00,330.0,2.0,126.0,434.0
WL01,2014-11-10 00:00:00,328.0,2.0,127.0,433.0
WL01,2014-11-09 00:00:00,332.0,2.0,131.0,429.0
WL01,2014-11-08 00:00:00,331.0,3.0,152.0,414.0
WL01,2014-11-07 00:00:00,331.0,2.0,118.0,439.0
WL01,2014-11-06 00:00:00,332.0,2.0,134.0,428.0
WL01,2014-11-05 00:00:00,331.0,2.0,128.0,437.0
WL01,2014-11-04 00:00:00,329.0,2.0,126.0,437.0
WL01,2014-11-03 00:00:00,330.0,2.0,128.0,441.0
WL01,2014-11-02 00:00:00,329.0,2.0,129.0,435.0
WL01,2014-11-01 00:00:00,330.0,2.0,110.0,445.0
WL01,2014-10-31 00:00:00,329.0,2.0,466.0,465.0
WL01,2014-10-30 00:00:00,327.0,2.0,109.0,400.0
WL01,2014-10-29 00:00:00,330.0,2.0,112.0,394.0
WL01,2014-10-28 00:00:00,330.0,2.0,110.0,395.0
WL01,2014-10-27 00:00:00,327.0,2.0,107.0,397.0
WL01,2014-10-26 00:00:00,321.0,2.0,113.0,355.0
WL01,2014-10-25 00:00:00,324.0,2.0,114.0,365.0
WL01,2014-10-24 00:00:00,329.0,2.0,121.0,365.0
WL01,2014-10-23 00:00:00,329.0,2.0,112.0,364.0
WL01,2014-10-22 00:00:00,330.0,2.0,114.0,362.0
WL01,2014-10-21 00:00:00,329.0,2.0,116.0,360.0
WL01,2014-10-20 00:00:00,327.0,2.0,114.0,354.0
WL01,2014-10-19 00:00:00,328.0,2.0,109.0,406.0
WL01,2014-10-18 00:00:00,329.0,2.0,111.0,354.0
WL01,2014-10-17 00:00:00,330.0,2.0,110.0,351.0
WL01,2014-10-16 00:00:00,333.0,2.0,112.0,355.0
WL01,2014-10-15 00:00:00,333.0,2.0,111.0,355.0
WL01,2014-10-14 00:00:00,334.0,2.0,113.0,358.0
WL01,2014-10-13 00:00:00,328.0,2.0,113.0,355.0
WL01,2014-10-12 00:00:00,332.0,2.0,111.0,407.0
WL01,2014-10-11 00:00:00,327.0,2.0,112.0,373.0
WL01,2014-10-10 00:00:00,315.0,2.0,117.0,362.0
WL01,2014-10-09 00:00:00,327.0,2.0,120.0,362.0
WL01,2014-10-08 00:00:00,336.0,2.0,111.0,362.0
WL01,2014-10-07 00:00:00,332.0,2.0,106.0,357.0
WL01,2014-10-06 00:00:00,328.0,2.0,110.0,414.0
WL01,2014-10-05 00:00:00,324.0,2.0,110.0,415.0
WL01,2014-10-04 00:00:00,325.0,2.0,112.0,418.0
WL01,2014-10-03 00:00:00,328.0,2.0,112.0,378.0
WL01,2014-10-02 00:00:00,323.0,2.0,110.0,417.0
WL01,2014-10-01 00:00:00,329.0,2.0,107.0,420.0
WL01,2014-09-30 00:00:00,321.0,2.0,109.0,423.0
WL01,2014-09-29 00:00:00,321.0,2.0,111.0,419.0
WL01,2014-09-28 00:00:00,324.0,2.0,113.0,421.0
WL01,2014-09-27 00:00:00,321.0,2.0,109.0,375.0
WL01,2014-09-26 00:00:00,320.0,2.0,111.0,426.0
WL01,2014-09-25 00:00:00,326.0,2.0,448.0,450.0
WL01,2014-09-24 00:00:00,322.0,2.0,112.0,430.0
WL01,2014-09-23 00:00:00,321.0,2.0,118.0,426.0
WL01,2014-09-22 00:00:00,316.0,2.0,114.0,429.0
WL01,2014-09-21 00:00:00,317.0,2.0,112.0,432.0
WL01,2014-09-20 00:00:00,320.0,2.0,112.0,389.0
WL01,2014-09-19 00:00:00,322.0,2.0,112.0,435.0
WL01,2014-09-18 00:00:00,315.0,2.0,114.0,431.0
WL01,2014-09-17 00:00:00,327.0,2.0,115.0,427.0
WL01,2014-09-16 00:00:00,319.0,2.0,115.0,431.0
WL01,2014-09-15 00:00:00,315.0,2.0,109.0,432.0
WL01,2014-09-14 00:00:00,324.0,1.0,114.0,429.0
WL01,2014-09-13 00:00:00,323.0,2.0,112.0,386.0
WL01,2014-09-12 00:00:00,323.0,2.0,113.0,434.0
WL01,2014-09-11 00:00:00,320.0,2.0,111.0,427.0
WL01,2014-09-10 00:00:00,323.0,2.0,109.0,390.0
WL01,2014-09-09 00:00:00,321.0,2.0,111.0,438.0
WL01,2014-09-08 00:00:00,318.0,2.0,112.0,434.0
WL01,2014-09-07 00:00:00,328.0,1.0,107.0,388.0
WL01,2014-09-06 00:00:00,319.0,2.0,128.0,444.0
WL01,2014-09-05 00:00:00,324.0,1.0,108.0,389.0
WL01,2014-09-04 00:00:00,322.0,2.0,114.0,441.0
WL01,2014-09-03 00:00:00,322.0,2.0,112.0,441.0
WL01,2014-09-02 00:00:00,318.0,2.0,115.0,430.0
WL01,2014-09-01 00:00:00,322.0,1.0,113.0,437.0
WL01,2014-08-31 00:00:00,323.0,2.0,113.0,431.0
WL01,2014-08-30 00:00:00,340.0,1.0,107.0,385.0
WL01,2014-08-29 00:00:00,322.0,1.0,114.0,451.0
WL01,2014-08-28 00:00:00,301.0,4.0,117.0,437.0
WL01,2014-08-27 00:00:00,326.0,2.0,118.0,427.0
WL01,2014-08-26 00:00:00,324.0,0.0,118.0,432.0
WL01,2014-08-25 00:00:00,325.0,1.0,112.0,435.0
WL01,2014-08-24 00:00:00,341.0,1.0,110.0,431.0
WL01,2014-08-23 00:00:00,323.0,3.0,113.0,397.0
WL01,2014-08-22 00:00:00,314.0,3.0,123.0,427.0
WL01,2014-08-21 00:00:00,334.0,3.0,115.0,417.0
WL01,2014-08-20 00:00:00,329.0,1.0,123.0,426.0
WL01,2014-08-19 00:00:00,341.0,2.0,116.0,410.0
WL01,2014-08-18 00:00:00,357.0,2.0,118.0,412.0
WL01,2014-08-17 00:00:00,364.0,2.0,113.0,408.0
WL01,2014-08-16 00:00:00,368.0,3.0,108.0,370.0
WL01,2014-08-15 00:00:00,350.0,3.0,114.0,413.0
WL01,2014-08-14 00:00:00,364.0,2.0,119.0,415.0
WL01,2014-08-13 00:00:00,366.0,3.0,113.0,414.0
WL01,2014-08-12 00:00:00,372.0,3.0,111.0,415.0
WL01,2014-08-11 00:00:00,371.0,3.0,111.0,413.0
WL01,2014-08-10 00:00:00,361.0,3.0,114.0,424.0
WL01,2014-08-09 00:00:00,355.0,2.0,108.0,375.0
WL01,2014-08-08 00:00:00,354.0,3.0,117.0,428.0
WL01,2014-08-07 00:00:00,356.0,2.0,115.0,429.0
WL01,2014-08-06 00:00:00,352.0,2.0,112.0,429.0
WL01,2014-08-05 00:00:00,355.0,2.0,115.0,429.0
WL01,2014-08-04 00:00:00,353.0,3.0,114.0,429.0
WL01,2014-08-03 00:00:00,351.0,2.0,117.0,433.0
WL01,2014-08-02 00:00:00,351.0,2.0,112.0,381.0
WL01,2014-08-01 00:00:00,355.0,2.0,114.0,383.0
WL01,2014-07-31 00:00:00,364.0,3.0,119.0,436.0
WL01,2014-07-30 00:00:00,352.0,3.0,114.0,441.0
WL01,2014-07-29 00:00:00,359.0,3.0,121.0,442.0
WL01,2014-07-28 00:00:00,363.0,3.0,117.0,443.0
WL01,2014-07-27 00:00:00,376.0,3.0,120.0,444.0
WL01,2014-07-26 00:00:00,376.0,3.0,153.0,409.0
WL01,2014-07-25 00:00:00,389.0,3.0,121.0,446.0
WL01,2014-07-24 00:00:00,360.0,4.0,133.0,453.0
WL01,2014-07-23 00:00:00,368.0,3.0,130.0,458.0
WL01,2014-07-22 00:00:00,387.0,3.0,132.0,457.0
WL01,2014-07-21 00:00:00,395.0,3.0,140.0,458.0
WL01,2014-07-20 00:00:00,417.0,3.0,130.0,459.0
WL01,2014-07-19 00:00:00,460.0,3.0,178.0,451.0
